,ano,cnae_secao,Estado,Valor,ativo_problematico_deflacionado,ativo_problematico/pop
2181,2014,Construção,ESPÍRITO SANTO,3833712.0,209844477.34836063,54.736630541981405
2182,2014,Educação,ESPÍRITO SANTO,3833712.0,17091102.46333979,4.458108085150839
2183,2014,Eletricidade e gás,ESPÍRITO SANTO,3833712.0,0.0,0.0
2184,2014,Indústrias de transformação,ESPÍRITO SANTO,3833712.0,349386567.2120626,91.13531929682318
2185,2014,Indústrias extrativas,ESPÍRITO SANTO,3833712.0,17261170.214924004,4.50246920345712
2186,2014,Informação e comunicação,ESPÍRITO SANTO,3833712.0,8076250.405329757,2.106639832446923
2187,2014,Outras atividades de serviços,ESPÍRITO SANTO,3833712.0,17542508.62996467,4.575854584268372
2188,2014,Saúde humana e serviços sociais,ESPÍRITO SANTO,3833712.0,19581650.41851601,5.1077520738427955
2189,2014,Serviços domésticos,ESPÍRITO SANTO,3833712.0,60380.371592157026,0.015749845474088045
2190,2014,"Transporte, armazenagem e correio",ESPÍRITO SANTO,3833712.0,236627724.42032537,61.722874441357455
2191,2014,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ESPÍRITO SANTO,3833712.0,4853906.5863018725,1.2661114309843495
2199,2015,"Administração pública, defesa e seguridade social",ESPÍRITO SANTO,3833712.0,0.0,0.0
2200,2015,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ESPÍRITO SANTO,3833712.0,24396824.565790888,6.363760388310569
2201,2015,Alojamento e alimentação,ESPÍRITO SANTO,3833712.0,59775593.049841374,15.592092741927765
2202,2015,"Artes, cultura, esporte e recreação",ESPÍRITO SANTO,3833712.0,9379762.441388842,2.4466528631751268
2203,2015,Atividades administrativas e serviços complementares,ESPÍRITO SANTO,3833712.0,146587813.74282372,38.23652213385453
2204,2015,"Atividades financeiras, de seguros e serviços relacionados",ESPÍRITO SANTO,3833712.0,5771070.2690384155,1.5053478897315227
2205,2015,Atividades imobiliárias,ESPÍRITO SANTO,3833712.0,39073689.72235198,10.192129644154798
2206,2015,"Atividades profissionais, científicas e técnicas",ESPÍRITO SANTO,3833712.0,50523689.10995051,13.17879097593938
2207,2015,Comércio; reparação de veículos automotores e motocicletas,ESPÍRITO SANTO,3833712.0,1451323498.2003775,378.56873395820486
2208,2015,Construção,ESPÍRITO SANTO,3833712.0,156883646.69949412,40.9221263098256
2209,2015,Educação,ESPÍRITO SANTO,3833712.0,27041320.706973,7.053560806595018
2210,2015,Eletricidade e gás,ESPÍRITO SANTO,3833712.0,0.0,0.0
2211,2015,Indústrias de transformação,ESPÍRITO SANTO,3833712.0,406395532.91862565,106.00575445381021
2212,2015,Indústrias extrativas,ESPÍRITO SANTO,3833712.0,16031443.555545881,4.181702630647759
2213,2015,Informação e comunicação,ESPÍRITO SANTO,3833712.0,7674832.943449428,2.00193257695138
2214,2015,Outras atividades de serviços,ESPÍRITO SANTO,3833712.0,15692676.501978343,4.093337345626991
2215,2015,Saúde humana e serviços sociais,ESPÍRITO SANTO,3833712.0,15245410.65846236,3.9766708241157294
2216,2015,Serviços domésticos,ESPÍRITO SANTO,3833712.0,12865.11424204283,0.003355785265571026
2217,2015,"Transporte, armazenagem e correio",ESPÍRITO SANTO,3833712.0,360015913.7834415,93.90791843086843
2218,2015,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ESPÍRITO SANTO,3833712.0,8589229.019532915,2.24044712266673
2227,2016,"Administração pública, defesa e seguridade social",ESPÍRITO SANTO,3833712.0,0.0,0.0
2228,2016,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ESPÍRITO SANTO,3833712.0,37040233.9245881,9.661715310014968
2229,2016,Alojamento e alimentação,ESPÍRITO SANTO,3833712.0,64250794.77228661,16.759421357756295
2230,2016,"Artes, cultura, esporte e recreação",ESPÍRITO SANTO,3833712.0,7804316.272612722,2.035707500358066
2231,2016,Atividades administrativas e serviços complementares,ESPÍRITO SANTO,3833712.0,156306689.97947967,40.7716307274724
2232,2016,"Atividades financeiras, de seguros e serviços relacionados",ESPÍRITO SANTO,3833712.0,19044912.684235655,4.967747364495731
2233,2016,Atividades imobiliárias,ESPÍRITO SANTO,3833712.0,260016463.1923237,67.82368190211568
2234,2016,"Atividades profissionais, científicas e técnicas",ESPÍRITO SANTO,3833712.0,46864105.410409555,12.224211263237706
2235,2016,Comércio; reparação de veículos automotores e motocicletas,ESPÍRITO SANTO,3833712.0,1562600963.2620108,407.59477061970506
2236,2016,Construção,ESPÍRITO SANTO,3833712.0,228059217.94456303,59.48783266572007
2237,2016,Educação,ESPÍRITO SANTO,3833712.0,17544653.29921757,4.5764140079425815
2238,2016,Eletricidade e gás,ESPÍRITO SANTO,3833712.0,0.0,0.0
2239,2016,Indústrias de transformação,ESPÍRITO SANTO,3833712.0,609103681.1215706,158.88091779496492
2240,2016,Indústrias extrativas,ESPÍRITO SANTO,3833712.0,31031576.540652413,8.094394294785944
2241,2016,Informação e comunicação,ESPÍRITO SANTO,3833712.0,12838372.493200079,3.3488098462273843
2242,2016,Outras atividades de serviços,ESPÍRITO SANTO,3833712.0,13543467.760820892,3.5327295740579605
2243,2016,Saúde humana e serviços sociais,ESPÍRITO SANTO,3833712.0,26824927.355740648,6.997115942913982
2244,2016,Serviços domésticos,ESPÍRITO SANTO,3833712.0,24697.42349234505,0.006442169754103868
2245,2016,"Transporte, armazenagem e correio",ESPÍRITO SANTO,3833712.0,348580813.2512795,90.92514337312753
2246,2016,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ESPÍRITO SANTO,3833712.0,14458770.592764286,3.7714806414160185
2255,2017,"Administração pública, defesa e seguridade social",ESPÍRITO SANTO,3833712.0,1149246.7910439728,0.2997738982594344
2256,2017,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ESPÍRITO SANTO,3833712.0,78560000.7043991,20.491888984983508
2257,2017,Alojamento e alimentação,ESPÍRITO SANTO,3833712.0,45349213.713948555,11.829061158988614
2258,2017,"Artes, cultura, esporte e recreação",ESPÍRITO SANTO,3833712.0,6002039.9909026325,1.5655949092948642
2259,2017,Atividades administrativas e serviços complementares,ESPÍRITO SANTO,3833712.0,97260287.22874981,25.36974275291149
2260,2017,"Atividades financeiras, de seguros e serviços relacionados",ESPÍRITO SANTO,3833712.0,15598121.67997927,4.068673306700991
2261,2017,Atividades imobiliárias,ESPÍRITO SANTO,3833712.0,562940206.6978487,146.83946177956213
2262,2017,"Atividades profissionais, científicas e técnicas",ESPÍRITO SANTO,3833712.0,61364404.58988354,16.006524378952708
2263,2017,Comércio; reparação de veículos automotores e motocicletas,ESPÍRITO SANTO,3833712.0,997076628.3013357,260.08125500854936
2264,2017,Construção,ESPÍRITO SANTO,3833712.0,301892185.23173267,78.74670429905342
2265,2017,Educação,ESPÍRITO SANTO,3833712.0,11795588.784374207,3.0768061827216564
2266,2017,Eletricidade e gás,ESPÍRITO SANTO,3833712.0,0.0,0.0
2267,2017,Indústrias de transformação,ESPÍRITO SANTO,3833712.0,457336169.5932044,119.29330361623522
2268,2017,Indústrias extrativas,ESPÍRITO SANTO,3833712.0,32817468.081165843,8.56023302771983
2269,2017,Informação e comunicação,ESPÍRITO SANTO,3833712.0,8980681.049866889,2.3425549571451607
2270,2017,Outras atividades de serviços,ESPÍRITO SANTO,3833712.0,10634442.97732163,2.7739284999294758
2271,2017,Saúde humana e serviços sociais,ESPÍRITO SANTO,3833712.0,32001065.45860607,8.347279466638618
2272,2017,Serviços domésticos,ESPÍRITO SANTO,3833712.0,23257.41967742949,0.006066553689330208
2273,2017,"Transporte, armazenagem e correio",ESPÍRITO SANTO,3833712.0,326325316.1783117,85.11993498163443
2274,2017,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ESPÍRITO SANTO,3833712.0,10713741.408973617,2.794613004047674
2283,2018,"Administração pública, defesa e seguridade social",ESPÍRITO SANTO,3833712.0,0.0,0.0
2284,2018,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ESPÍRITO SANTO,3833712.0,48412786.51664655,12.628175125478009
2285,2018,Alojamento e alimentação,ESPÍRITO SANTO,3833712.0,34294842.616696216,8.945597013207099
2286,2018,"Artes, cultura, esporte e recreação",ESPÍRITO SANTO,3833712.0,5847046.178544868,1.5251657345530567
2287,2018,Atividades administrativas e serviços complementares,ESPÍRITO SANTO,3833712.0,78732658.67835626,20.536925746732216
2288,2018,"Atividades financeiras, de seguros e serviços relacionados",ESPÍRITO SANTO,3833712.0,18511136.031177126,4.828515034821898
2289,2018,Atividades imobiliárias,ESPÍRITO SANTO,3833712.0,349341868.60194206,91.12365994157675
2290,2018,"Atividades profissionais, científicas e técnicas",ESPÍRITO SANTO,3833712.0,51768734.99021827,13.503553472513914
2291,2018,Comércio; reparação de veículos automotores e motocicletas,ESPÍRITO SANTO,3833712.0,1017106302.2617279,265.30587124482173
2292,2018,Construção,ESPÍRITO SANTO,3833712.0,232016859.33044025,60.520158877464
2293,2018,Educação,ESPÍRITO SANTO,3833712.0,8119482.252914414,2.117916591782172
2294,2018,Eletricidade e gás,ESPÍRITO SANTO,3833712.0,0.0,0.0
2295,2018,Indústrias de transformação,ESPÍRITO SANTO,3833712.0,334478673.293355,87.24668762112412
2296,2018,Indústrias extrativas,ESPÍRITO SANTO,3833712.0,52568044.64082419,13.71204843786497
2297,2018,Informação e comunicação,ESPÍRITO SANTO,3833712.0,9895264.397668261,2.581118351526735
2298,2018,Outras atividades de serviços,ESPÍRITO SANTO,3833712.0,8158542.395757863,2.1281051878069777
2299,2018,Saúde humana e serviços sociais,ESPÍRITO SANTO,3833712.0,11354576.398113582,2.96177083675393
2300,2018,Serviços domésticos,ESPÍRITO SANTO,3833712.0,12258.98305256221,0.0031976797037863588
2301,2018,"Transporte, armazenagem e correio",ESPÍRITO SANTO,3833712.0,275905393.64194554,71.96821087289435
2302,2018,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ESPÍRITO SANTO,3833712.0,7661515.437537191,1.998458788124197
2311,2019,"Administração pública, defesa e seguridade social",ESPÍRITO SANTO,3833712.0,0.0,0.0
2312,2019,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ESPÍRITO SANTO,3833712.0,28960959.05455542,7.554286564706848
2313,2019,Alojamento e alimentação,ESPÍRITO SANTO,3833712.0,32647952.871654645,8.516016036586642
2314,2019,"Artes, cultura, esporte e recreação",ESPÍRITO SANTO,3833712.0,5122630.119178668,1.336206298015779
2315,2019,Atividades administrativas e serviços complementares,ESPÍRITO SANTO,3833712.0,51065897.14944562,13.320222580476996
2316,2019,"Atividades financeiras, de seguros e serviços relacionados",ESPÍRITO SANTO,3833712.0,18615931.604370225,4.855850310187678
2317,2019,Atividades imobiliárias,ESPÍRITO SANTO,3833712.0,363622985.00180066,94.84880058851594
2318,2019,"Atividades profissionais, científicas e técnicas",ESPÍRITO SANTO,3833712.0,47293587.64559625,12.336239040803338
2319,2019,Comércio; reparação de veículos automotores e motocicletas,ESPÍRITO SANTO,3833712.0,832327021.6648674,217.10734183080717
2320,2019,Construção,ESPÍRITO SANTO,3833712.0,245030812.47986257,63.91476784898359
2321,2019,Educação,ESPÍRITO SANTO,3833712.0,14285687.46107999,3.7263329799108513
2322,2019,Eletricidade e gás,ESPÍRITO SANTO,3833712.0,0.0,0.0
2323,2019,Indústrias de transformação,ESPÍRITO SANTO,3833712.0,1121475183.0186274,292.5298465348016
2324,2019,Indústrias extrativas,ESPÍRITO SANTO,3833712.0,10238342.078897525,2.670608037040217
2325,2019,Informação e comunicação,ESPÍRITO SANTO,3833712.0,21485324.624186303,5.604313684540284
2326,2019,Outras atividades de serviços,ESPÍRITO SANTO,3833712.0,7784246.940509116,2.0304725395410808
2327,2019,Saúde humana e serviços sociais,ESPÍRITO SANTO,3833712.0,18447450.14595519,4.811902966617
2328,2019,Serviços domésticos,ESPÍRITO SANTO,3833712.0,101985.13480669959,0.02660218994194128
2329,2019,"Transporte, armazenagem e correio",ESPÍRITO SANTO,3833712.0,94269143.62432435,24.589521493613592
2330,2019,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ESPÍRITO SANTO,3833712.0,3256121.620325001,0.8493391314540584
2339,2020,"Administração pública, defesa e seguridade social",ESPÍRITO SANTO,3833712.0,16407.639698510407,0.004279831061516986
2340,2020,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ESPÍRITO SANTO,3833712.0,21632907.52057563,5.642809767811362
2341,2020,Alojamento e alimentação,ESPÍRITO SANTO,3833712.0,43410701.93237399,11.323412382665676
2342,2020,"Artes, cultura, esporte e recreação",ESPÍRITO SANTO,3833712.0,10006270.074911067,2.6100734940212167
2343,2020,Atividades administrativas e serviços complementares,ESPÍRITO SANTO,3833712.0,61292699.01810115,15.98782042524351
2344,2020,"Atividades financeiras, de seguros e serviços relacionados",ESPÍRITO SANTO,3833712.0,21937411.623763867,5.722237774711263
2345,2020,Atividades imobiliárias,ESPÍRITO SANTO,3833712.0,72644024.09657773,18.948743175433556
2346,2020,"Atividades profissionais, científicas e técnicas",ESPÍRITO SANTO,3833712.0,30343996.114318896,7.915043204684884
2347,2020,Comércio; reparação de veículos automotores e motocicletas,ESPÍRITO SANTO,3833712.0,783571054.583543,204.38965018330614
2348,2020,Construção,ESPÍRITO SANTO,3833712.0,196815733.93439606,51.33816362167947
2349,2020,Educação,ESPÍRITO SANTO,3833712.0,11874942.626658935,3.09750514035977
2350,2020,Eletricidade e gás,ESPÍRITO SANTO,3833712.0,4883724.720164992,1.2738893062820034
2351,2020,Indústrias de transformação,ESPÍRITO SANTO,3833712.0,648930220.355851,169.2694235654246
2352,2020,Indústrias extrativas,ESPÍRITO SANTO,3833712.0,5352843.226009266,1.3962559592398351
2353,2020,Informação e comunicação,ESPÍRITO SANTO,3833712.0,34333482.956529245,8.955676106220093
2354,2020,Outras atividades de serviços,ESPÍRITO SANTO,3833712.0,10297536.928961664,2.686048646575868
2355,2020,Saúde humana e serviços sociais,ESPÍRITO SANTO,3833712.0,17337564.357087713,4.522396141673583
2356,2020,Serviços domésticos,ESPÍRITO SANTO,3833712.0,64353.787080343965,0.016786286262594572
2357,2020,"Transporte, armazenagem e correio",ESPÍRITO SANTO,3833712.0,125161829.35069388,32.647686980840994
2358,2020,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ESPÍRITO SANTO,3833712.0,3933426.717010122,1.0260099655399575
2367,2021,"Administração pública, defesa e seguridade social",ESPÍRITO SANTO,3833712.0,8868.282784093055,0.002313236566568656
2368,2021,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ESPÍRITO SANTO,3833712.0,13045587.904046224,3.4028607010767176
2369,2021,Alojamento e alimentação,ESPÍRITO SANTO,3833712.0,63132946.57629933,16.467837588295453
2370,2021,"Artes, cultura, esporte e recreação",ESPÍRITO SANTO,3833712.0,8553167.698261263,2.2310407506513954
2371,2021,Atividades administrativas e serviços complementares,ESPÍRITO SANTO,3833712.0,65120337.147338636,16.98623609372291
2372,2021,"Atividades financeiras, de seguros e serviços relacionados",ESPÍRITO SANTO,3833712.0,15748361.001638656,4.10786230202964
2373,2021,Atividades imobiliárias,ESPÍRITO SANTO,3833712.0,7126799.704193133,1.8589815051816967
2374,2021,"Atividades profissionais, científicas e técnicas",ESPÍRITO SANTO,3833712.0,25925235.708836436,6.76243695635886
2375,2021,Comércio; reparação de veículos automotores e motocicletas,ESPÍRITO SANTO,3833712.0,770809109.7411389,201.06077601581416
2376,2021,Construção,ESPÍRITO SANTO,3833712.0,148774187.94343364,38.80682428503592
2377,2021,Educação,ESPÍRITO SANTO,3833712.0,13538332.46002077,3.531390062691399
2378,2021,Eletricidade e gás,ESPÍRITO SANTO,3833712.0,0.0,0.0
2379,2021,Indústrias de transformação,ESPÍRITO SANTO,3833712.0,591274838.6481143,154.23037480335358
2380,2021,Indústrias extrativas,ESPÍRITO SANTO,3833712.0,3631755.617965557,0.9473209302017358
2381,2021,Informação e comunicação,ESPÍRITO SANTO,3833712.0,30320122.54764077,7.908815932871528
2382,2021,Outras atividades de serviços,ESPÍRITO SANTO,3833712.0,15042443.160877677,3.9237280110967325
2383,2021,Saúde humana e serviços sociais,ESPÍRITO SANTO,3833712.0,25139530.20626987,6.557490548656204
2384,2021,Serviços domésticos,ESPÍRITO SANTO,3833712.0,123970.41913667433,0.03233691501517963
2385,2021,"Transporte, armazenagem e correio",ESPÍRITO SANTO,3833712.0,144108398.70979643,37.58978209886304
2386,2021,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ESPÍRITO SANTO,3833712.0,4228509.330771177,1.102980435351215
2395,2022,"Administração pública, defesa e seguridade social",ESPÍRITO SANTO,3833712.0,11233.731577751125,0.0029302492147952495
2396,2022,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ESPÍRITO SANTO,3833712.0,14909028.942301096,3.8889277395644473
2397,2022,Alojamento e alimentação,ESPÍRITO SANTO,3833712.0,65921351.55688436,17.195175734871153
2398,2022,"Artes, cultura, esporte e recreação",ESPÍRITO SANTO,3833712.0,4725098.629876586,1.2325126743679717
2399,2022,Atividades administrativas e serviços complementares,ESPÍRITO SANTO,3833712.0,99812171.32669425,26.035385894061488
