,ano,cnae_secao,Estado,Valor,ativo_problematico_deflacionado,ativo_problematico/pop
1839,2013,Comércio; reparação de veículos automotores e motocicletas,DISTRITO FEDERAL,2817381.0,695585347.4124334,246.8907639443985
1840,2013,Construção,DISTRITO FEDERAL,2817381.0,416144812.8809542,147.70626084329888
1841,2013,Educação,DISTRITO FEDERAL,2817381.0,26668167.221593913,9.465587800014948
1842,2013,Eletricidade e gás,DISTRITO FEDERAL,2817381.0,41657.57007836312,0.014785920001009135
1843,2013,Indústrias de transformação,DISTRITO FEDERAL,2817381.0,83769522.4828797,29.733118269371342
1844,2013,Indústrias extrativas,DISTRITO FEDERAL,2817381.0,206454.02269690714,0.07327870199199439
1845,2013,Informação e comunicação,DISTRITO FEDERAL,2817381.0,34028556.27157526,12.078081122707669
1846,2013,Organismos internacionais e outras instituições extraterritoriais,DISTRITO FEDERAL,2817381.0,0.0,0.0
1847,2013,Outras atividades de serviços,DISTRITO FEDERAL,2817381.0,44909393.36599832,15.940120759669465
1848,2013,Saúde humana e serviços sociais,DISTRITO FEDERAL,2817381.0,21510918.801752303,7.635076264712619
1849,2013,Serviços domésticos,DISTRITO FEDERAL,2817381.0,0.0,0.0
1850,2013,"Transporte, armazenagem e correio",DISTRITO FEDERAL,2817381.0,102260933.22782515,36.29645164350336
1851,2013,"Água, esgoto, atividades de gestão de resíduos e descontaminação",DISTRITO FEDERAL,2817381.0,1247639.3042027948,0.44283655785383474
1859,2014,"Administração pública, defesa e seguridade social",DISTRITO FEDERAL,2817381.0,157245881.37044412,55.81278548071564
1860,2014,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",DISTRITO FEDERAL,2817381.0,3867114.205561948,1.37259185234867
1861,2014,Alojamento e alimentação,DISTRITO FEDERAL,2817381.0,91016326.2424225,32.30529567794434
1862,2014,"Artes, cultura, esporte e recreação",DISTRITO FEDERAL,2817381.0,21884793.457765315,7.767779174263373
1863,2014,Atividades administrativas e serviços complementares,DISTRITO FEDERAL,2817381.0,112987642.0996541,40.10378507544918
1864,2014,"Atividades financeiras, de seguros e serviços relacionados",DISTRITO FEDERAL,2817381.0,12343135.591743913,4.381067236466745
1865,2014,Atividades imobiliárias,DISTRITO FEDERAL,2817381.0,28184370.098430753,10.003748196793673
1866,2014,"Atividades profissionais, científicas e técnicas",DISTRITO FEDERAL,2817381.0,70269077.08948544,24.941275989823684
1867,2014,Comércio; reparação de veículos automotores e motocicletas,DISTRITO FEDERAL,2817381.0,650944342.0492731,231.04590470698608
1868,2014,Construção,DISTRITO FEDERAL,2817381.0,283027855.65228844,100.45778531632337
1869,2014,Educação,DISTRITO FEDERAL,2817381.0,21151893.428980365,7.507643953366749
1870,2014,Eletricidade e gás,DISTRITO FEDERAL,2817381.0,0.0,0.0
1871,2014,Indústrias de transformação,DISTRITO FEDERAL,2817381.0,76254433.35398538,27.065715767226862
1872,2014,Indústrias extrativas,DISTRITO FEDERAL,2817381.0,182284.1033108018,0.06469984120387047
1873,2014,Informação e comunicação,DISTRITO FEDERAL,2817381.0,30331284.150318287,10.765772946689953
1874,2014,Organismos internacionais e outras instituições extraterritoriais,DISTRITO FEDERAL,2817381.0,0.0,0.0
1875,2014,Outras atividades de serviços,DISTRITO FEDERAL,2817381.0,39146028.9838958,13.89447468549543
1876,2014,Saúde humana e serviços sociais,DISTRITO FEDERAL,2817381.0,53555577.8907556,19.00899377498308
1877,2014,Serviços domésticos,DISTRITO FEDERAL,2817381.0,0.0,0.0
1878,2014,"Transporte, armazenagem e correio",DISTRITO FEDERAL,2817381.0,84366421.86824393,29.94498148040465
1879,2014,"Água, esgoto, atividades de gestão de resíduos e descontaminação",DISTRITO FEDERAL,2817381.0,1418257.181384367,0.5033955937746322
1887,2015,"Administração pública, defesa e seguridade social",DISTRITO FEDERAL,2817381.0,159096337.9920847,56.46958575786687
1888,2015,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",DISTRITO FEDERAL,2817381.0,2528871.7954226006,0.8975966670544738
1889,2015,Alojamento e alimentação,DISTRITO FEDERAL,2817381.0,100557108.23363978,35.691696733114824
1890,2015,"Artes, cultura, esporte e recreação",DISTRITO FEDERAL,2817381.0,15539404.27980275,5.515549469455054
1891,2015,Atividades administrativas e serviços complementares,DISTRITO FEDERAL,2817381.0,145071180.12571314,51.491502258911076
1892,2015,"Atividades financeiras, de seguros e serviços relacionados",DISTRITO FEDERAL,2817381.0,15468678.770209836,5.490446187508837
1893,2015,Atividades imobiliárias,DISTRITO FEDERAL,2817381.0,71187876.22990982,25.267394161425035
1894,2015,"Atividades profissionais, científicas e técnicas",DISTRITO FEDERAL,2817381.0,68547538.92603694,24.330233974757743
1895,2015,Comércio; reparação de veículos automotores e motocicletas,DISTRITO FEDERAL,2817381.0,765922670.8150814,271.85626325125406
1896,2015,Construção,DISTRITO FEDERAL,2817381.0,503822438.92132074,178.82651970795598
1897,2015,Educação,DISTRITO FEDERAL,2817381.0,25317157.331981275,8.986060931049536
1898,2015,Eletricidade e gás,DISTRITO FEDERAL,2817381.0,22338.549455498465,0.007928835132876406
1899,2015,Indústrias de transformação,DISTRITO FEDERAL,2817381.0,114062975.06838356,40.48546329672258
1900,2015,Indústrias extrativas,DISTRITO FEDERAL,2817381.0,0.0,0.0
1901,2015,Informação e comunicação,DISTRITO FEDERAL,2817381.0,77425598.3180382,27.48140855568991
1902,2015,Organismos internacionais e outras instituições extraterritoriais,DISTRITO FEDERAL,2817381.0,0.0,0.0
1903,2015,Outras atividades de serviços,DISTRITO FEDERAL,2817381.0,31060468.329141006,11.024589265399676
1904,2015,Saúde humana e serviços sociais,DISTRITO FEDERAL,2817381.0,26289364.64009604,9.33113577471277
1905,2015,Serviços domésticos,DISTRITO FEDERAL,2817381.0,0.0,0.0
1906,2015,"Transporte, armazenagem e correio",DISTRITO FEDERAL,2817381.0,135769886.82339168,48.190105215940505
1907,2015,"Água, esgoto, atividades de gestão de resíduos e descontaminação",DISTRITO FEDERAL,2817381.0,3174594.8906303663,1.126789344653906
1916,2016,"Administração pública, defesa e seguridade social",DISTRITO FEDERAL,2817381.0,867150.6375711581,0.30778607421969484
1917,2016,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",DISTRITO FEDERAL,2817381.0,5802177.979172767,2.0594225556191255
1918,2016,Alojamento e alimentação,DISTRITO FEDERAL,2817381.0,113380534.37283906,40.24323808985688
1919,2016,"Artes, cultura, esporte e recreação",DISTRITO FEDERAL,2817381.0,23637719.853501715,8.38996211499322
1920,2016,Atividades administrativas e serviços complementares,DISTRITO FEDERAL,2817381.0,144936446.05298483,51.443679805104395
1921,2016,"Atividades financeiras, de seguros e serviços relacionados",DISTRITO FEDERAL,2817381.0,92993490.54374161,33.0070695244064
1922,2016,Atividades imobiliárias,DISTRITO FEDERAL,2817381.0,79917995.03955312,28.3660587757045
1923,2016,"Atividades profissionais, científicas e técnicas",DISTRITO FEDERAL,2817381.0,88674286.97061303,31.47401326643895
1924,2016,Comércio; reparação de veículos automotores e motocicletas,DISTRITO FEDERAL,2817381.0,785579126.3559598,278.8331171240098
1925,2016,Construção,DISTRITO FEDERAL,2817381.0,1825389273.4845347,647.9028833815997
1926,2016,Educação,DISTRITO FEDERAL,2817381.0,21688478.652035534,7.698099281579429
1927,2016,Eletricidade e gás,DISTRITO FEDERAL,2817381.0,0.0,0.0
1928,2016,Indústrias de transformação,DISTRITO FEDERAL,2817381.0,114369391.1216591,40.59422247884085
1929,2016,Indústrias extrativas,DISTRITO FEDERAL,2817381.0,2885.9113098547355,0.0010243241186956027
1930,2016,Informação e comunicação,DISTRITO FEDERAL,2817381.0,1486182696.6105418,527.5050469249782
1931,2016,Organismos internacionais e outras instituições extraterritoriais,DISTRITO FEDERAL,2817381.0,680.1499706443336,0.00024141213795519088
1932,2016,Outras atividades de serviços,DISTRITO FEDERAL,2817381.0,21027608.01673082,7.46353014261501
1933,2016,Saúde humana e serviços sociais,DISTRITO FEDERAL,2817381.0,33121512.16105885,11.756135276364414
1934,2016,Serviços domésticos,DISTRITO FEDERAL,2817381.0,53259.80308323523,0.0189040115920549
1935,2016,"Transporte, armazenagem e correio",DISTRITO FEDERAL,2817381.0,73049887.59405704,25.928295673910288
1936,2016,"Água, esgoto, atividades de gestão de resíduos e descontaminação",DISTRITO FEDERAL,2817381.0,7565044.61651431,2.6851336814276485
1945,2017,"Administração pública, defesa e seguridade social",DISTRITO FEDERAL,2817381.0,28134.16892172876,0.009985929812733442
1946,2017,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",DISTRITO FEDERAL,2817381.0,11503627.876749797,4.083092729293552
1947,2017,Alojamento e alimentação,DISTRITO FEDERAL,2817381.0,77046015.86717226,27.34667972388976
1948,2017,"Artes, cultura, esporte e recreação",DISTRITO FEDERAL,2817381.0,20150389.823583707,7.152170694550615
1949,2017,Atividades administrativas e serviços complementares,DISTRITO FEDERAL,2817381.0,98225007.61062738,34.8639419413375
1950,2017,"Atividades financeiras, de seguros e serviços relacionados",DISTRITO FEDERAL,2817381.0,14336228.556205416,5.088494795771469
1951,2017,Atividades imobiliárias,DISTRITO FEDERAL,2817381.0,23879863.649919152,8.475908529914538
1952,2017,"Atividades profissionais, científicas e técnicas",DISTRITO FEDERAL,2817381.0,49383132.744319186,17.528027889844925
1953,2017,Comércio; reparação de veículos automotores e motocicletas,DISTRITO FEDERAL,2817381.0,462082490.1288065,164.01136024158836
1954,2017,Construção,DISTRITO FEDERAL,2817381.0,2594026785.086324,920.7227510536644
1955,2017,Educação,DISTRITO FEDERAL,2817381.0,13894895.072287897,4.931848078867536
1956,2017,Eletricidade e gás,DISTRITO FEDERAL,2817381.0,0.0,0.0
1957,2017,Indústrias de transformação,DISTRITO FEDERAL,2817381.0,68739679.21472844,24.39843216616015
1958,2017,Indústrias extrativas,DISTRITO FEDERAL,2817381.0,2123.3529427727876,0.0007536619799639408
1959,2017,Informação e comunicação,DISTRITO FEDERAL,2817381.0,28718437.521106165,10.193309858022811
1960,2017,Organismos internacionais e outras instituições extraterritoriais,DISTRITO FEDERAL,2817381.0,0.0,0.0
1961,2017,Outras atividades de serviços,DISTRITO FEDERAL,2817381.0,20588509.606477983,7.307676741796009
1962,2017,Saúde humana e serviços sociais,DISTRITO FEDERAL,2817381.0,21971510.53607149,7.798558496728519
1963,2017,Serviços domésticos,DISTRITO FEDERAL,2817381.0,122740.8132436711,0.04356557144513685
1964,2017,"Transporte, armazenagem e correio",DISTRITO FEDERAL,2817381.0,194799265.91398278,69.1419676337644
1965,2017,"Água, esgoto, atividades de gestão de resíduos e descontaminação",DISTRITO FEDERAL,2817381.0,4164099.6313659153,1.4780037316095747
1974,2018,"Administração pública, defesa e seguridade social",DISTRITO FEDERAL,2817381.0,1119225.7006424745,0.39725748865434757
1975,2018,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",DISTRITO FEDERAL,2817381.0,11678935.989438074,4.145316515387189
1976,2018,Alojamento e alimentação,DISTRITO FEDERAL,2817381.0,58278566.906144544,20.685369464103204
1977,2018,"Artes, cultura, esporte e recreação",DISTRITO FEDERAL,2817381.0,19318734.019737374,6.856983141342039
1978,2018,Atividades administrativas e serviços complementares,DISTRITO FEDERAL,2817381.0,93632971.17590249,33.234046504857695
1979,2018,"Atividades financeiras, de seguros e serviços relacionados",DISTRITO FEDERAL,2817381.0,8642621.63486533,3.0676084047082486
1980,2018,Atividades imobiliárias,DISTRITO FEDERAL,2817381.0,76458896.73801845,27.13828791278796
1981,2018,"Atividades profissionais, científicas e técnicas",DISTRITO FEDERAL,2817381.0,53941152.25632016,19.145849374408417
1982,2018,Comércio; reparação de veículos automotores e motocicletas,DISTRITO FEDERAL,2817381.0,316034311.3840333,112.17308251316855
1983,2018,Construção,DISTRITO FEDERAL,2817381.0,969014049.1595662,343.9414297035318
1984,2018,Educação,DISTRITO FEDERAL,2817381.0,12147560.838323,4.311650017630914
1985,2018,Eletricidade e gás,DISTRITO FEDERAL,2817381.0,0.0,0.0
1986,2018,Indústrias de transformação,DISTRITO FEDERAL,2817381.0,230404682.71490166,81.77973895433442
1987,2018,Indústrias extrativas,DISTRITO FEDERAL,2817381.0,67555.08794821885,0.023977973851679574
1988,2018,Informação e comunicação,DISTRITO FEDERAL,2817381.0,1463165907.2634878,519.3354776167965
1989,2018,Organismos internacionais e outras instituições extraterritoriais,DISTRITO FEDERAL,2817381.0,0.0,0.0
1990,2018,Outras atividades de serviços,DISTRITO FEDERAL,2817381.0,14617025.346660096,5.188160687766438
1991,2018,Saúde humana e serviços sociais,DISTRITO FEDERAL,2817381.0,18938660.944434226,6.72208016751523
1992,2018,Serviços domésticos,DISTRITO FEDERAL,2817381.0,39228.445533371574,0.013923727580107757
1993,2018,"Transporte, armazenagem e correio",DISTRITO FEDERAL,2817381.0,136562297.82582858,48.471363236221364
1994,2018,"Água, esgoto, atividades de gestão de resíduos e descontaminação",DISTRITO FEDERAL,2817381.0,3586315.7992126653,1.272925386808765
2003,2019,"Administração pública, defesa e seguridade social",DISTRITO FEDERAL,2817381.0,41552.08681157744,0.014748479815678974
2004,2019,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",DISTRITO FEDERAL,2817381.0,5910093.024211341,2.0977258752761307
2005,2019,Alojamento e alimentação,DISTRITO FEDERAL,2817381.0,56560475.91847746,20.075550988126015
2006,2019,"Artes, cultura, esporte e recreação",DISTRITO FEDERAL,2817381.0,11450755.835712023,4.064326349795084
2007,2019,Atividades administrativas e serviços complementares,DISTRITO FEDERAL,2817381.0,226093617.51362923,80.24957132657217
2008,2019,"Atividades financeiras, de seguros e serviços relacionados",DISTRITO FEDERAL,2817381.0,4082156.703771079,1.4489189441438979
2009,2019,Atividades imobiliárias,DISTRITO FEDERAL,2817381.0,71598244.8542764,25.413050224402166
2010,2019,"Atividades profissionais, científicas e técnicas",DISTRITO FEDERAL,2817381.0,41688720.57197048,14.796976543808054
2011,2019,Comércio; reparação de veículos automotores e motocicletas,DISTRITO FEDERAL,2817381.0,285935828.4904555,101.48993994438648
2012,2019,Construção,DISTRITO FEDERAL,2817381.0,563155400.952297,199.88613572402772
2013,2019,Educação,DISTRITO FEDERAL,2817381.0,45886030.98791006,16.286768097005716
2014,2019,Eletricidade e gás,DISTRITO FEDERAL,2817381.0,33373.96625311482,0.011845741223183808
2015,2019,Indústrias de transformação,DISTRITO FEDERAL,2817381.0,43165160.56940521,15.321023521279235
2016,2019,Indústrias extrativas,DISTRITO FEDERAL,2817381.0,566164.7496096742,0.20095427264174573
2017,2019,Informação e comunicação,DISTRITO FEDERAL,2817381.0,1511357804.2803342,536.4406888100453
2018,2019,Organismos internacionais e outras instituições extraterritoriais,DISTRITO FEDERAL,2817381.0,109.46249989707114,3.8852572618709055e-05
2019,2019,Outras atividades de serviços,DISTRITO FEDERAL,2817381.0,18756959.273789156,6.657587054711151
2020,2019,Saúde humana e serviços sociais,DISTRITO FEDERAL,2817381.0,27707818.5459935,9.834601193801442
2021,2019,Serviços domésticos,DISTRITO FEDERAL,2817381.0,53490.3280138258,0.01898583401173849
2022,2019,"Transporte, armazenagem e correio",DISTRITO FEDERAL,2817381.0,1445783815.8593643,513.1658855722262
2023,2019,"Água, esgoto, atividades de gestão de resíduos e descontaminação",DISTRITO FEDERAL,2817381.0,3845458.9998337454,1.3649055629443605
2032,2020,"Administração pública, defesa e seguridade social",DISTRITO FEDERAL,2817381.0,21730.271980997135,0.007712933387780047
2033,2020,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",DISTRITO FEDERAL,2817381.0,821816.6342646304,0.29169524259041657
2034,2020,Alojamento e alimentação,DISTRITO FEDERAL,2817381.0,86194169.56631975,30.593721461995997
2035,2020,"Artes, cultura, esporte e recreação",DISTRITO FEDERAL,2817381.0,17530292.47655505,6.222194469457645
2036,2020,Atividades administrativas e serviços complementares,DISTRITO FEDERAL,2817381.0,217066420.69061434,77.04546197004038
2037,2020,"Atividades financeiras, de seguros e serviços relacionados",DISTRITO FEDERAL,2817381.0,4534533.424465787,1.609485342758323
2038,2020,Atividades imobiliárias,DISTRITO FEDERAL,2817381.0,161663181.6990336,57.38066015886157
2039,2020,"Atividades profissionais, científicas e técnicas",DISTRITO FEDERAL,2817381.0,38072540.43720784,13.513451122587908
2040,2020,Comércio; reparação de veículos automotores e motocicletas,DISTRITO FEDERAL,2817381.0,267048731.79715493,94.78616196998381
2041,2020,Construção,DISTRITO FEDERAL,2817381.0,532707427.59544414,189.07894516057436
2042,2020,Educação,DISTRITO FEDERAL,2817381.0,25993738.296313297,9.226206287439753
2043,2020,Eletricidade e gás,DISTRITO FEDERAL,2817381.0,0.0,0.0
2044,2020,Indústrias de transformação,DISTRITO FEDERAL,2817381.0,55101732.83530996,19.55778534579099
2045,2020,Indústrias extrativas,DISTRITO FEDERAL,2817381.0,95511.37574807576,0.033900766615546765
2046,2020,Informação e comunicação,DISTRITO FEDERAL,2817381.0,1575192431.0895407,559.0981237857218
2047,2020,Organismos internacionais e outras instituições extraterritoriais,DISTRITO FEDERAL,2817381.0,44690.50241648419,0.015862427700223787
2048,2020,Outras atividades de serviços,DISTRITO FEDERAL,2817381.0,20347636.285911284,7.222181269026548
2049,2020,Saúde humana e serviços sociais,DISTRITO FEDERAL,2817381.0,33468461.17645293,11.879281210618277
2050,2020,Serviços domésticos,DISTRITO FEDERAL,2817381.0,42773.36133638457,0.0151819584700772
2051,2020,"Transporte, armazenagem e correio",DISTRITO FEDERAL,2817381.0,1463874258.4827962,519.5868994938194
2052,2020,"Água, esgoto, atividades de gestão de resíduos e descontaminação",DISTRITO FEDERAL,2817381.0,3636658.897348809,1.290794144401772
2061,2021,"Administração pública, defesa e seguridade social",DISTRITO FEDERAL,2817381.0,255332.40508818306,0.09062757400869213
2062,2021,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",DISTRITO FEDERAL,2817381.0,2460920.029197855,0.8734778963859893
2063,2021,Alojamento e alimentação,DISTRITO FEDERAL,2817381.0,135675173.62339363,48.15648775348227
2064,2021,"Artes, cultura, esporte e recreação",DISTRITO FEDERAL,2817381.0,12716899.58224782,4.5137308664493085
2065,2021,Atividades administrativas e serviços complementares,DISTRITO FEDERAL,2817381.0,217185660.0305812,77.08778473006711
2066,2021,"Atividades financeiras, de seguros e serviços relacionados",DISTRITO FEDERAL,2817381.0,8159609.590541938,2.896168317505491
2067,2021,Atividades imobiliárias,DISTRITO FEDERAL,2817381.0,97236500.39477472,34.51308161543459
2068,2021,"Atividades profissionais, científicas e técnicas",DISTRITO FEDERAL,2817381.0,56538261.9204377,20.067666361219054
2069,2021,Comércio; reparação de veículos automotores e motocicletas,DISTRITO FEDERAL,2817381.0,375390931.2738619,133.24109563948286
2070,2021,Construção,DISTRITO FEDERAL,2817381.0,318973491.9522452,113.21631399950705
2071,2021,Educação,DISTRITO FEDERAL,2817381.0,25599699.422051433,9.086346298939134
2072,2021,Eletricidade e gás,DISTRITO FEDERAL,2817381.0,412919.3577453831,0.14656141918518764
2073,2021,Indústrias de transformação,DISTRITO FEDERAL,2817381.0,62381291.29033082,22.141588691884703
2074,2021,Indústrias extrativas,DISTRITO FEDERAL,2817381.0,26241.417998036177,0.009314117614208436
2075,2021,Informação e comunicação,DISTRITO FEDERAL,2817381.0,1618691263.3645642,574.5375805986355
2076,2021,Organismos internacionais e outras instituições extraterritoriais,DISTRITO FEDERAL,2817381.0,76990.67432229314,0.027327036819760318
2077,2021,Outras atividades de serviços,DISTRITO FEDERAL,2817381.0,27179788.943787526,9.647182593972035
2078,2021,Saúde humana e serviços sociais,DISTRITO FEDERAL,2817381.0,44854326.433574155,15.920575326366635
2079,2021,Serviços domésticos,DISTRITO FEDERAL,2817381.0,33473.37351297254,0.01188102479322908
2080,2021,"Transporte, armazenagem e correio",DISTRITO FEDERAL,2817381.0,53521073.423400424,18.996746774185112
2081,2021,"Água, esgoto, atividades de gestão de resíduos e descontaminação",DISTRITO FEDERAL,2817381.0,2934555.308868159,1.0415897987770057
2090,2022,"Administração pública, defesa e seguridade social",DISTRITO FEDERAL,2817381.0,13359.853267560342,0.004741940570892024
2091,2022,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",DISTRITO FEDERAL,2817381.0,6077171.140008513,2.157028509814084
2092,2022,Alojamento e alimentação,DISTRITO FEDERAL,2817381.0,152647700.74746212,54.18070922869932
2093,2022,"Artes, cultura, esporte e recreação",DISTRITO FEDERAL,2817381.0,11846504.845771596,4.204793333159979
2094,2022,Atividades administrativas e serviços complementares,DISTRITO FEDERAL,2817381.0,231537744.774357,82.18190751423289
2095,2022,"Atividades financeiras, de seguros e serviços relacionados",DISTRITO FEDERAL,2817381.0,18055733.081552915,6.408694131731887
2096,2022,Atividades imobiliárias,DISTRITO FEDERAL,2817381.0,9127624.078429274,3.239754963361105
2097,2022,"Atividades profissionais, científicas e técnicas",DISTRITO FEDERAL,2817381.0,83156950.97642286,29.515692402420143
2098,2022,Comércio; reparação de veículos automotores e motocicletas,DISTRITO FEDERAL,2817381.0,607069909.0814525,215.4731323457681
2099,2022,Construção,DISTRITO FEDERAL,2817381.0,296610067.2701075,105.27864966438955
2100,2022,Educação,DISTRITO FEDERAL,2817381.0,31386279.583502997,11.140232571847044
2101,2022,Eletricidade e gás,DISTRITO FEDERAL,2817381.0,592538.610820975,0.21031539959308843
2102,2022,Indústrias de transformação,DISTRITO FEDERAL,2817381.0,93699151.43820284,33.257536498685425
2103,2022,Indústrias extrativas,DISTRITO FEDERAL,2817381.0,935057.6454622191,0.33188895838447807
2104,2022,Informação e comunicação,DISTRITO FEDERAL,2817381.0,95907976.14637467,34.041535790287035
2105,2022,Organismos internacionais e outras instituições extraterritoriais,DISTRITO FEDERAL,2817381.0,19114.52000771237,0.006784499507774195
2106,2022,Outras atividades de serviços,DISTRITO FEDERAL,2817381.0,36187066.05099195,12.844221655144247
2107,2022,Saúde humana e serviços sociais,DISTRITO FEDERAL,2817381.0,62116368.11074148,22.04755697250087
2108,2022,Serviços domésticos,DISTRITO FEDERAL,2817381.0,49635.5715424409,0.017617628408241874
2109,2022,"Transporte, armazenagem e correio",DISTRITO FEDERAL,2817381.0,85974689.41523594,30.515819271598673
2110,2022,"Água, esgoto, atividades de gestão de resíduos e descontaminação",DISTRITO FEDERAL,2817381.0,2568782.415378919,0.911762525330766
2118,2012,"Administração pública, defesa e seguridade social",ESPÍRITO SANTO,3833712.0,6399926.098172623,1.6693810328403966
2119,2012,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ESPÍRITO SANTO,3833712.0,40482432.7297082,10.559591521144052
2120,2012,Alojamento e alimentação,ESPÍRITO SANTO,3833712.0,31862187.45822624,8.311054001507218
2121,2012,"Artes, cultura, esporte e recreação",ESPÍRITO SANTO,3833712.0,3038483.9542268924,0.7925696959570496
2122,2012,Atividades administrativas e serviços complementares,ESPÍRITO SANTO,3833712.0,56377502.498832636,14.705721895341286
2123,2012,"Atividades financeiras, de seguros e serviços relacionados",ESPÍRITO SANTO,3833712.0,1850588.8773704732,0.4827146320251686
2124,2012,Atividades imobiliárias,ESPÍRITO SANTO,3833712.0,1861582.5792184456,0.4855822709735227
2125,2012,"Atividades profissionais, científicas e técnicas",ESPÍRITO SANTO,3833712.0,19667400.354627952,5.130119412889636
2126,2012,Comércio; reparação de veículos automotores e motocicletas,ESPÍRITO SANTO,3833712.0,539127380.330246,140.62803369951786
2127,2012,Construção,ESPÍRITO SANTO,3833712.0,85460801.52337818,22.291920082514853
2128,2012,Educação,ESPÍRITO SANTO,3833712.0,14918185.940380465,3.891316285725288
2129,2012,Eletricidade e gás,ESPÍRITO SANTO,3833712.0,0.0,0.0
2130,2012,Indústrias de transformação,ESPÍRITO SANTO,3833712.0,345821743.25393087,90.20545707500482
2131,2012,Indústrias extrativas,ESPÍRITO SANTO,3833712.0,11266595.31786311,2.938821517595247
2132,2012,Informação e comunicação,ESPÍRITO SANTO,3833712.0,6840551.990624698,1.7843155642950481
2133,2012,Outras atividades de serviços,ESPÍRITO SANTO,3833712.0,12961898.874657657,3.381030936767722
2134,2012,Saúde humana e serviços sociais,ESPÍRITO SANTO,3833712.0,7220565.09444007,1.8834396257309025
2135,2012,Serviços domésticos,ESPÍRITO SANTO,3833712.0,15324.933926222116,0.003997413975338293
2136,2012,"Transporte, armazenagem e correio",ESPÍRITO SANTO,3833712.0,213482782.89278618,55.68565997988012
2137,2012,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ESPÍRITO SANTO,3833712.0,6371595.694276044,1.6619912226781888
2145,2013,"Administração pública, defesa e seguridade social",ESPÍRITO SANTO,3833712.0,6046873.652485551,1.5772894918777287
2146,2013,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ESPÍRITO SANTO,3833712.0,8006026.816334588,2.0883224447570887
2147,2013,Alojamento e alimentação,ESPÍRITO SANTO,3833712.0,34542623.541215256,9.01022913072637
2148,2013,"Artes, cultura, esporte e recreação",ESPÍRITO SANTO,3833712.0,3817577.839640829,0.9957915043281365
2149,2013,Atividades administrativas e serviços complementares,ESPÍRITO SANTO,3833712.0,54443545.662710644,14.201261248291642
2150,2013,"Atividades financeiras, de seguros e serviços relacionados",ESPÍRITO SANTO,3833712.0,1930354.743935894,0.5035210636416857
2151,2013,Atividades imobiliárias,ESPÍRITO SANTO,3833712.0,3370299.371856398,0.8791216898547408
2152,2013,"Atividades profissionais, científicas e técnicas",ESPÍRITO SANTO,3833712.0,30505845.047040023,7.957260495060668
2153,2013,Comércio; reparação de veículos automotores e motocicletas,ESPÍRITO SANTO,3833712.0,677943595.465603,176.83738253306535
2154,2013,Construção,ESPÍRITO SANTO,3833712.0,143149599.54626915,37.339685283158765
2155,2013,Educação,ESPÍRITO SANTO,3833712.0,12820588.511500057,3.344171004890314
2156,2013,Eletricidade e gás,ESPÍRITO SANTO,3833712.0,0.0,0.0
2157,2013,Indústrias de transformação,ESPÍRITO SANTO,3833712.0,361598093.6445644,94.3206202355744
2158,2013,Indústrias extrativas,ESPÍRITO SANTO,3833712.0,29228466.03998984,7.624064102882491
2159,2013,Informação e comunicação,ESPÍRITO SANTO,3833712.0,6418472.842963309,1.6742188361993047
2160,2013,Outras atividades de serviços,ESPÍRITO SANTO,3833712.0,12382346.949343115,3.2298584112064535
2161,2013,Saúde humana e serviços sociais,ESPÍRITO SANTO,3833712.0,8678117.945251245,2.263633247685597
2162,2013,Serviços domésticos,ESPÍRITO SANTO,3833712.0,0.0,0.0
2163,2013,"Transporte, armazenagem e correio",ESPÍRITO SANTO,3833712.0,269811116.8251199,70.37855655957462
2164,2013,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ESPÍRITO SANTO,3833712.0,11257403.193608202,2.936423808989356
2172,2014,"Administração pública, defesa e seguridade social",ESPÍRITO SANTO,3833712.0,4293269.709079597,1.1198727784141316
2173,2014,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ESPÍRITO SANTO,3833712.0,21885286.5073176,5.708641261346079
2174,2014,Alojamento e alimentação,ESPÍRITO SANTO,3833712.0,39134386.960152015,10.20796214221413
2175,2014,"Artes, cultura, esporte e recreação",ESPÍRITO SANTO,3833712.0,7069042.240313206,1.8439158289180841
2176,2014,Atividades administrativas e serviços complementares,ESPÍRITO SANTO,3833712.0,95788837.82559678,24.98592430145947
2177,2014,"Atividades financeiras, de seguros e serviços relacionados",ESPÍRITO SANTO,3833712.0,3215223.5230844035,0.8386711164230395
2178,2014,Atividades imobiliárias,ESPÍRITO SANTO,3833712.0,17817389.38037501,4.6475555233087436
2179,2014,"Atividades profissionais, científicas e técnicas",ESPÍRITO SANTO,3833712.0,52602492.421757676,13.721033927889648
2180,2014,Comércio; reparação de veículos automotores e motocicletas,ESPÍRITO SANTO,3833712.0,918990502.0093641,239.7129732252616
